Binance,BTC/USDT,"$100,420,055",EOS/USDT,"$76,707,167",XRP/USDT,"$52,792,154",ETH/BTC,"$36,035,218",XRP/BTC,"$33,711,013",ETH/USDT,"$29,745,676",BCC/USDT,"$25,216,721",EOS/BTC,"$24,663,649",BCC/BTC,"$22,056,432",TRX/USDT,"$21,002,850"
Cryptopia,LGS/BTC,"$967,575",ETN/BTC,"$217,530",WC/BTC,"$206,364",LTC/BTC,"$115,183",ETH/BTC,"$113,849",DOGE/BTC,"$90,322",$PAC/BTC,"$89,702",TPAY/BTC,"$88,225",ANON/BTC,"$83,373",GTM/BTC,"$66,446"
Indodax,BTC/IDR,"$781,765",TRX/IDR,"$545,637",XRP/IDR,"$399,058",BCD/IDR,"$378,068",ETH/IDR,"$226,609",STQ/IDR,"$157,110",DOGE/IDR,"$141,699",ADA/IDR,"$141,674",BCH/IDR,"$109,332",STR/IDR,"$104,884"
Liquid,ETH/USD,"$1,126,123",ETH/JPY,"$624,453",BCH/USD,"$331,452",XRP/JPY,"$308,501",ETH/BTC,"$208,517",BCH/JPY,"$128,888",BCH/BTC,"$94,704",QASH/JPY,"$89,608",NEO/BTC,"$88,098",LIKE/BTC,"$56,219"
BtcTurk,XRP/TRY,"$1,820,161",BTC/TRY,"$1,055,014",USDT/TRY,"$384,929",ETH/TRY,"$377,564",LTC/TRY,"$60,595",BTC/USDT,"$12,871"
BTCC,BCH/USD,"$2,546,895",ETH/USD,"$796,845",BTC/USD,"$221,105",LTC/BTC,"$?",BCH/BTC,"$?",LTC/USD,"$?",ETH/BTC,"$?"
BTC-Alpha,R/BTC,"$1,773,920",VEX/BTC,"$277,151",VEX/USD,"$197,644",BTC/USD,"$192,300",UBEX/BTC,"$176,650",UBEX/ETH,"$175,800",TRF/BTC,"$153,110",CBC/USD,"$93,738",TRF/ETH,"$92,374",NOAH/BTC,"$61,582"
DSX,BTC/EUR,"$1,540,053",BTC/USD,"$943,626",ETH/EUR,"$189,199",ETH/USD,"$113,773",ETH/BTC,"$55,690",LTC/USD,"$31,620",LTC/BTC,"$31,038",LTC/EUR,"$19,238",BTC/RUB,"$16,750",BCC/BTC,"$12,366"
Paribu,BTC/TRY,"$2,740,732"
QuadrigaCX,BTC/CAD,"$2,320,851",ETH/CAD,"$318,960",BTC/USD,"$35,212",BCH/CAD,"$24,370",LTC/CAD,"$21,510",ETH/BTC,"$6,957",BTG/CAD,"$1,557"
Tidex,WAVES/BTC,"$2,199,480",NTK/ETH,"$66,583",NTK/BTC,"$46,273",REM/ETH,"$34,891",REM/BTC,"$32,591",HUR/BTC,"$26,306",MSD/BTC,"$22,663",ENGT/ETH,"$21,195",ETH/BTC,"$13,984",DROP/BTC,"$11,790"
BigONE,BLACK/EOS,"$1,480,171",ETH/BTC,"$331,316",IOST/BTC,"$186,304",GXS/BTC,"$86,926",EOS/BTC,"$64,599",EOS/ETH,"$46,380",IDT/BTC,"$31,941",IDT/ETH,"$19,444",CRE/ETH,"$19,023",XIN/BTC,"$16,534"
Ovis,BTC/TRY,"$1,049,255",EOS/TRY,"$147,659",OMG/TRY,"$111,838",BCH/TRY,"$109,445",MIOTA/TRY,"$109,394",DOGE/TRY,"$95,237",XRP/TRY,"$90,453",ETC/TRY,"$78,992",LTC/TRY,"$67,201",XMR/TRY,"$61,119"
Luno,BTC/ZAR,"$1,917,451",BTC/NGN,"$334,785",BTC/EUR,"$14,756",BTC/IDR,"$13,059",BTC/MYR,"$2,747"
Bancor Network,BNT/ETH,"$1,146,291",KIN/BNT,"$432,595",NEXO/BNT,"$76,432",MANA/BNT,"$75,525",CMCT/BNT,"$70,589",STX/BNT,"$64,415",BAX/BNT,"$55,403",KICK/BNT,"$40,847",STORM/BNT,"$17,536",XPAT/BNT,"$17,000"
CryptalDash,BTC/USDT,"$1,316,479",ETH/USDT,"$439,159",ETH/BTC,"$386,553",CRD/BTC,"$1,420"
Ethfinex,OMG/USD,"$355,737",SEE/BTC,"$200,377",ZRX/USD,"$90,636",ZRX/ETH,"$85,350",BFT/USD,"$77,794",DAI/BTC,"$75,487",DAI/USD,"$74,173",DAD/BTC,"$70,768",LYM/USD,"$69,395",CNN/ETH,"$63,394"
STEX,BTC/USDT,"$1,032,565",BENZ/ETH,"$246,677",ATCC/BTC,"$97,515",SKB/BTC,"$91,835",EPLUS/BTC,"$91,805",CLO/BTC,"$74,188",WXC/BTC,"$65,853",FOIN/BTC,"$63,521",RTH/BTC,"$49,855",ETH/BTC,"$33,210"
LocalTrade,DASH/USD,"$602,705",ETH/BTC,"$520,467",BTC/USD,"$383,440",ZEC/USD,"$261,137",ZEC/BTC,"$95,760",LTC/BTC,"$55,578",EDR/BTC,"$43,513",LTC/USD,"$9,535",EDR/ETH,"$1,362",EDR/LTC,"$1,161"
Zaif,XEM/JPY,"$1,456,463",MONA/JPY,"$365,634",ETH/BTC,"$38,858",XEM/BTC,"$13,654",BCH/BTC,"$8,289",CMS.ETH/JPY,"$5,178",PEPECASH/JPY,"$3,434",MONA/BTC,"$1,336",XCP/JPY,"$1,261",CMS.XEM/JPY,"$1,202"
Negocie Coins,BTC/BRL,"$1,874,253",LTC/BRL,"$2,708",DASH/BRL,"$700",BCH/BRL,"$679",B2X/BRL,"$65",BTG/BRL,"$48"
Waves Decentralized Exchange,WAVES/BTC,"$490,829",DASH/BTC,"$174,502",ETH/BTC,"$161,427",LTC/BTC,"$157,108",BCC/BTC,"$132,858",LTC/WAVES,"$111,665",ZEC/BTC,"$96,060",XMR/BTC,"$95,430",BCC/WAVES,"$87,073",ETH/WAVES,"$83,252"
CryptoBridge,LGS/BTC,"$731,586",FOIN/BTC,"$154,727",SINS/BTC,"$146,619",XG/BTC,"$96,799",LPC/BTC,"$59,281",CCC/BTC,"$59,076",C2P/BTC,"$52,851",RVN/BTC,"$45,886",FOX/BTC,"$43,374",POLIS/BTC,"$17,567"
BTC Markets,BTC/AUD,"$926,238",XRP/AUD,"$338,995",ETH/AUD,"$225,937",BCH/AUD,"$41,442",LTC/AUD,"$16,956",XRP/BTC,"$4,774",ETC/AUD,"$2,797",ETH/BTC,"$1,190",LTC/BTC,"$239",BCH/BTC,"$29"
BX Thailand,BTC/THB,"$881,493",XRP/THB,"$326,926",ETH/THB,"$131,275",OMG/THB,"$52,253",BCH/THB,"$26,476",LTC/THB,"$24,600",DOGE/BTC,"$17,139",GNO/THB,"$12,021",ZMN/THB,"$10,566",EVX/THB,"$9,568"
Escodex,LGS/BTC,"$889,119",LPC/BTC,"$146,486",ETH/BTC,"$135,110",SINS/BTC,"$131,140",USDT/BTC,"$77,411",RVN/BTC,"$51,788",C2P/BTC,"$46,545",FOX/BTC,"$10,670",ASAFE2/BTC,"$261",OUR/BTC,"$5"
CoinExchange,LGS/BTC,"$718,507",GPKR/BTC,"$319,847",VIPS/BTC,"$78,640",DOGE/BTC,"$49,455",NANJ/BTC,"$48,640",LABH/BTC,"$30,354",ETH/BTC,"$24,487",ARB/ETH,"$17,662",XP/DOGE,"$14,227",HPC/BTC,"$13,584"
Crex24,HWC/BTC,"$564,972",WXC/BTC,"$95,648",FORK/BTC,"$74,136",TUSD/USD,"$53,308",WAVES/ETH,"$50,673",WGR/BTC,"$40,697",WTC/BTC,"$40,129",WC/BTC,"$39,290",REP/BTC,"$37,556",SINS/BTC,"$37,543"
IDEX,MAS/ETH,"$194,398",ATMI/ETH,"$82,765",REM/ETH,"$81,631",HOT/ETH,"$77,681",TOMO/ETH,"$72,890",KWATT/ETH,"$47,784",UBEX/ETH,"$44,442",QNT/ETH,"$34,160",CEEK/ETH,"$31,376",FKX/ETH,"$28,594"
Iquant,ETH/BTC,"$874,213",QTUM/USDT,"$403,914",QTUM/BTC,"$2,234",SKY/BTC,"$1,593",DAGT/BTC,"$1,388",DASH/BTC,"$95",SKY/USDT,"$67",ZRX/BTC,"$55",BCH/BTC,"$48",XEM/BTC,"$18"
Independent Reserve,XBT/AUD,"$835,084",XBT/USD,"$108,500",XRP/AUD,"$103,736",ETH/AUD,"$102,806",LTC/AUD,"$15,337",BCH/AUD,"$14,126",XBT/NZD,"$11,842",ZRX/AUD,"$4,439",XRP/NZD,"$2,326",ETH/USD,"$1,761"
Koineks,BTC/TRY,"$404,477",XEM/TRY,"$291,370",XRP/TRY,"$231,073",DOGE/TRY,"$73,536",XLM/TRY,"$41,585",ETH/TRY,"$36,592",BCH/TRY,"$32,834",LTC/TRY,"$24,163",BTG/TRY,"$11,785",DASH/TRY,"$7,824"
Bitstamp (Ripple Gateway),XRP/USD,"$1,131,399",XRP/BTC,"$6,407"
Coinut,BTC/USDT,"$806,546",ZEC/USDT,"$156,986",XMR/USDT,"$146,488",LTC/USDT,"$21,822",ETH/SGD,"$2,193",BTC/SGD,"$1,710",LTC/SGD,"$540",BTC/USD,"$442",ETC/USDT,"$436",ZEC/LTC,"$29"
Bithesap,BTC/TRY,"$908,968",LTC/TRY,"$137,786"
BitShares Asset Exchange,BITCNY/BTS,"$781,716",BITUSD/BTS,"$138,851",BITUSD/BITCNY,"$33,697",BITSILVER/BITUSD,"$904",BITGOLD/BITUSD,"$51",BITEUR/BTS,"$5",BITSILVER/BTS,"$1",BITBTC/BTS,"$1",BITCNY/BITEUR,"$1",BITGOLD/BTS,"$0"
WEX,ZEC/USD,"$253,797",BTC/USD,"$209,024",DSH/USD,"$85,406",ETH/BTC,"$60,269",ZEC/BTC,"$53,045",ETH/USD,"$49,195",PPC/USD,"$43,200",DSH/BTC,"$32,766",NMC/USD,"$21,773",LTC/USD,"$19,311"
Bitso,BTC/MXN,"$501,993",XRP/MXN,"$250,562",ETH/MXN,"$65,746",XRP/BTC,"$30,751",LTC/MXN,"$29,455",BCH/MXN,"$17,125",BCH/BTC,"$11,003",TUSD/MXN,"$9,743",TUSD/BTC,"$2,643",ETH/BTC,"$1,764"
TDAX,USDT/THB,"$594,857",BTC/THB,"$129,566",ETH/THB,"$95,651",XZC/THB,"$73,817",XZC/BTC,"$?",POWR/THB,"$?",OMG/THB,"$?",KNC/THB,"$?",OMG/ETH,"$?",BTC/USDT,"$?"
Bitbns,XRP/INR,"$401,498",SC/INR,"$88,025",BTC/INR,"$66,191",ETN/INR,"$53,752",TRX/INR,"$44,467",ETH/INR,"$31,310",XLM/INR,"$30,980",ADA/INR,"$28,346",DASH/INR,"$18,136",GAS/INR,"$12,365"
LiteBit.eu,BTC/EUR,"$563,222",XRP/EUR,"$108,498",ETH/EUR,"$28,239",ADA/EUR,"$16,176",XVG/EUR,"$13,534",RDD/EUR,"$13,298",LTC/EUR,"$8,499",TRX/EUR,"$7,048",XMR/EUR,"$6,257",DOGE/EUR,"$5,512"
ACX,BTC/AUD,"$664,956",BCH/AUD,"$68,228",ETH/AUD,"$41,855",FUEL/BTC,"$650",DASH/BTC,"$?",UBTC/BTC,"$?"
OasisDEX,ETH/DAI,"$490,375",MKR/DAI,"$167,262",MKR/ETH,"$103,807"
Mercado Bitcoin,BTC/BRL,"$609,575",LTC/BRL,"$96,738",BCH/BRL,"$29,836"
Trade Satoshi,ATCC/BTC,"$464,791",BTC/USDT,"$31,430",LTC/USDT,"$26,398",DOGE/USDT,"$25,539",SAFEX/BTC,"$10,399",DOGE/BTC,"$8,759",ETH/BTC,"$7,230",TOA/BTC,"$5,282",AIB/BTC,"$3,011",LTC/BTC,"$2,161"
Tidebit,BTC/HKD,"$565,167",XPA/ETH,"$18,177",ETH/HKD,"$15,027",BTC/USD,"$46",ETH/USD,"$1",NEO/HKD,"$?",EOS/HKD,"$?"
COSS,XDCE/BTC,"$149,138",XDCE/ETH,"$126,879",COSS/ETH,"$46,005",UBC/ETH,"$31,711",OMG/COSS,"$8,795",COSS/BTC,"$8,563",LTC/COSS,"$6,950",EOS/USD,"$4,720",GAT/ETH,"$4,595",DASH/USD,"$3,794"
EtherDelta (ForkDelta),BAT/ETH,"$343,056",KIN/ETH,"$130,469",MIC/ETH,"$11,086",SXUT/ETH,"$9,162",VERI/ETH,"$8,835",EXMR/ETH,"$7,843",LINK/ETH,"$7,324",SXDT/ETH,"$5,671",PPP/ETH,"$3,883",PAY/ETH,"$3,589"
Coinfloor,BTC/GBP,"$528,447",BCH/GBP,"$2,352",BTC/USD,"$?",BTC/EUR,"$?"
Bitonic,BTC/EUR,"$524,917"
BitcoinTrade,BTC/BRL,"$368,023",ETH/BRL,"$53,484",LTC/BRL,"$10,668"
HBUS,BTC/TUSD,"$137,681",BTC/USDT,"$127,572",DASH/USDT,"$32,195",DASH/ETH,"$27,006",LTC/USDT,"$14,944",ETH/USDT,"$14,230",BCC/USDT,"$12,938",LTC/BTC,"$11,236",LTC/ETH,"$10,411",BCC/BTC,"$9,651"
Altcoin Trader,BTC/ZAR,"$199,509",XRP/ZAR,"$148,497",ETH/ZAR,"$17,719",BCC/ZAR,"$13,527",ADA/ZAR,"$8,382",LTC/ZAR,"$3,151",NMC/ZAR,"$1,377",BTCP/ZAR,"$1,338",ZEC/ZAR,"$1,193",USDT/ZAR,"$1,003"
AidosMarket,ADK/BTC,"$390,787"
BL3P,BTC/EUR,"$362,991",LTC/EUR,"$9,582"
OTCBTC,XRP/ETH,"$92,657",BCH/ETH,"$52,385",ZEC/ETH,"$33,473",OCT/EOS,"$22,731",OCT/BTC,"$22,337",OCT/ETH,"$21,902",RNTB/ETH,"$20,417",OTB/ETH,"$19,871",RNTB/BTC,"$14,582",TRX/ETH,"$14,511"
OKCoin International,BTC/USD,"$196,292",ETH/USD,"$80,176",BCH/USD,"$47,034",ETC/USD,"$16,860",LTC/USD,"$11,100"
Stellarport,ABDT/XLM,"$144,317",WSD/XLM,"$117,192",REPO/XLM,"$44,089",SLT/XLM,"$14,965",XRP/XLM,"$5,107",RMT/XLM,"$4,183",MOBI/XLM,"$3,437",KIN/XLM,"$2,919",BTC/XLM,"$2,331",LTC/XLM,"$420"
TradeOgre,XHV/BTC,"$72,960",LOKI/BTC,"$48,098",DERO/BTC,"$29,605",GRFT/BTC,"$25,965",ETN/BTC,"$24,185",XTL/BTC,"$19,503",LTC/BTC,"$10,039",TUBE/BTC,"$9,770",MSR/BTC,"$8,691",DOGE/BTC,"$5,494"
OpenLedger DEX,BTC/BTS,"$227,265",BTC/BITUSD,"$19,967",EOS/BTS,"$8,437",YOYOW/BITCNY,"$8,047",BTC/ETH,"$2,576",ETH/BTC,"$2,562",OBITS/BTS,"$1,458",OBITS/BITUSD,"$1,053",YOYOW/BTS,"$790",SCR/ETH,"$665"
CoinMate,BTC/EUR,"$271,867"
Kuna,BTC/UAH,"$138,826",ETH/UAH,"$32,448",REM/UAH,"$24,815",REM/ETH,"$11,659",XEM/UAH,"$11,113",RMC/BTC,"$7,270",R/BTC,"$6,766",XRP/UAH,"$6,755",BTC/EURS,"$5,809",EURS/UAH,"$4,824"
BitMarket,BTC/PLN,"$250,481",LTC/PLN,"$5,651",XRP/PLN,"$2,517",BCC/PLN,"$1,611",BTG/PLN,"$120",BTC/EUR,"$17"
Stellar Decentralized Exchange,ABDT/XLM,"$144,316",REPO/XLM,"$44,089",XLM/HKD,"$21,182",SLT/XLM,"$14,965",XRP/XLM,"$5,693",RMT/XLM,"$4,268",XLM/CNY,"$3,787",MOBI/XLM,"$3,437",KIN/XLM,"$2,919",BTC/XLM,"$2,138"
DDEX,BRM/ETH,"$123,052",BTR/ETH,"$36,855",EQL/ETH,"$24,521",NEXO/ETH,"$23,954",ECOREAL/ETH,"$12,999",WETH/DAI,"$10,937",MKR/DAI,"$9,654",QBIT/ETH,"$2,260",NOKU/ETH,"$1,785",XYO/ETH,"$267"
Gatehub,XRP/USD,"$75,965",XRP/BTC,"$61,312",XRP/ETH,"$58,388",XRP/EUR,"$45,551",XRP/ETC,"$2,607"
DEx.top,PAL/ETH,"$47,769",NPER/ETH,"$28,928",MEDX/ETH,"$21,567",TTC/ETH,"$19,737",SNT/ETH,"$19,455",VITE/ETH,"$17,725",PAI/ETH,"$17,461",MT/ETH,"$16,844",REM/ETH,"$13,150",CTXC/ETH,"$12,092"
Coinrail,MEDX/BTC,"$78,002",MOZO/BTC,"$34,502",MED/BTC,"$33,108",XRP/BTC,"$20,286",JNT/BTC,"$10,279",ETH/BTC,"$9,293",BTC/KRW,"$7,109",NPXS/BTC,"$7,086",TRX/BTC,"$4,328",BBC/BTC,"$2,938"
Kyber Network,DAI/ETH,"$51,037",AE/ETH,"$24,237",MANA/ETH,"$23,427",BAT/ETH,"$23,035",MAS/ETH,"$14,031",ENJ/ETH,"$10,512",STORM/ETH,"$9,638",DGX/ETH,"$9,380",POE/ETH,"$6,573",TUSD/ETH,"$5,936"
Koinex,XRP/INR,"$74,276",TRX/INR,"$45,578",BTC/INR,"$21,826",ETH/INR,"$14,133",NCASH/INR,"$8,718",CMT/INR,"$4,320",IOST/INR,"$3,126",AE/INR,"$2,766",ZRX/INR,"$2,657",POLY/INR,"$2,450"
Neraex,OMG/BTC,"$114,982",SKB/BTC,"$33,124",PAY/BTC,"$23,404",KNC/BTC,"$12,723",GRS/BTC,"$5,859",SNT/BTC,"$3,301",EOS/BTC,"$?"
YunEx,BTC/USDT,"$107,953",ETH/USDT,"$51,677",BTC/ETH,"$22,842",LTC/USDT,"$1,784",BCH/USDT,"$1,565"
Bisq,XMR/BTC,"$170,221",BTC/EUR,"$11,538",LTC/BTC,"$618",BTC/USD,"$539",BTC/CAD,"$386",BTC/GBP,"$335",BTC/AUD,"$?",BCH/BTC,"$?",XSPEC/BTC,"$?",SC/BTC,"$?"
WazirX,BTC/USDT,"$73,437",XRP/USDT,"$34,100",TRX/USDT,"$9,698",ETH/USDT,"$8,294",TRX/BTC,"$5,276",TRX/INR,"$4,446",BTC/INR,"$4,411",HOT/BTC,"$4,389",XRP/BTC,"$4,294",USDT/INR,"$4,131"
CoinCorner,BTC/GBP,"$139,157",BTC/EUR,"$16,284"
BitcoinToYou,BTC/BRL,"$149,193"
Koinim,BTC/TRY,"$101,290",LTC/TRY,"$33,402",BCH/TRY,"$3,561",ETH/TRY,"$2,745",DOGE/TRY,"$2,387"
RippleFox,XRP/CNY,"$124,232",XRP/XLM,"$11,725"
Tokenomy,VEX/TEN,"$83,455",VEX/BTC,"$34,900",CMT/TEN,"$5,485",LRC/TEN,"$2,040",TRX/TEN,"$414",TEN/ETH,"$266",TRX/BTC,"$174",AE/TEN,"$149",ELF/TEN,"$143",VERI/BTC,"$143"
Braziliex,BTC/BRL,"$95,738",ETH/BRL,"$15,533",XRP/BRL,"$5,064",LTC/BRL,"$1,846",SMART/BRL,"$1,590",OMG/BRL,"$943",SNGLS/BRL,"$800",CRW/BRL,"$493",BCH/BRL,"$455",DASH/BRL,"$349"
Bitex.la,BTC/USD,"$112,891"
DOBI trade,CCL/ETH,"$54,706",PAL/ETH,"$41,363",CCL/BTC,"$2,362",CASH/BTC,"$905",JC/ETH,"$167",MCC/ETH,"$74",MCC/BTC,"$44"
SouthXchange,MLM/BTC,"$46,848",SUP/BTC,"$38,880",POLIS/BTC,"$2,905",ETH/BTC,"$2,080",DOGE/BTC,"$1,482",BBP/BTC,"$1,317",LTC/BTC,"$1,231",VTC/BTC,"$903",BTC/USD,"$559",BCH/BTC,"$466"
C-CEX,TOA/BTC,"$31,256",PCS/BTC,"$15,261",FORK/BTC,"$7,139",GCC24/BTC,"$7,103",LTC/BTC,"$6,554",BITCF/BTC,"$4,102",MLM/BTC,"$3,968",ALT/BTC,"$3,303",WC/BTC,"$3,117",TRC/BTC,"$2,530"
CoinFalcon,DASC/BTC,"$72,241",BTC/EUR,"$4,865",IOT/EUR,"$2,899",DASC/EUR,"$2,495",ETH/BTC,"$2,026",DOGE/BTC,"$2,023",TRX/BTC,"$1,926",KIN/ETH,"$1,216",KIN/BTC,"$1,199",IOT/BTC,"$671"
Bittylicious,BTC/GBP,"$86,678",ETH/GBP,"$3,112",BCH/GBP,"$799",LTC/GBP,"$704",DGB/GBP,"$359",DOGE/GBP,"$34",FTC/EUR,"$12",BLK/GBP,"$?",STRAT/EUR,"$?",BTC/EUR,"$?"
BTC Trade UA,BTC/UAH,"$64,881",ETH/UAH,"$10,516",LTC/UAH,"$3,366",DOGE/UAH,"$3,328",XRP/UAH,"$2,971",ETC/UAH,"$2,826",XEM/UAH,"$816",KRB/UAH,"$608",ZEC/UAH,"$606",BCH/UAH,"$491"
Buda,BTC/CLP,"$72,932",ETH/CLP,"$8,796",BTC/PEN,"$1,113",LTC/PEN,"$290",LTC/CLP,"$190",BCH/PEN,"$150",BCH/CLP,"$100",BTC/ARS,"$66",ETH/BTC,"$35",ETH/ARS,"$1"
CRXzone,BTC/USD,"$69,987"
Bleutrade,DAPS/BTC,"$28,542",CPLO/BTC,"$8,125",DOGE/BTC,"$6,346",ETH/BTC,"$6,262",LTC/BTC,"$2,565",HTML/BTC,"$2,018",NBC/BTC,"$1,266",DCR/BTC,"$1,241",FJC/BTC,"$996",DAPS/DOGE,"$899"
Ripple China,XRP/CNY,"$65,041"
Token Store,HER/ETH,"$22,177",PAI/ETH,"$19,058",SPND/ETH,"$9,120",ROCK2/ETH,"$6,324",EMPR/ETH,"$1,892",TRXC/ETH,"$1,285",EVN/ETH,"$963",ERC20/ETH,"$442",FREE/ETH,"$64",CYFM/ETH,"$27"
CryptoMarket,ETH/CLP,"$17,080",BTC/CLP,"$13,145",XLM/ARS,"$4,587",ETH/ARS,"$4,244",BTC/ARS,"$3,817",XLM/CLP,"$2,504",ETH/EUR,"$871",XLM/BRL,"$147",XLM/EUR,"$123",BTC/BRL,"$58"
CoinEx,FXT/ETH,"$32,244",FXT/BTC,"$10,859"
Coinnest,BTC/KRW,"$11,651",NPXS/KRW,"$9,671",TRON/KRW,"$7,541",ETH/KRW,"$2,976",ADA/KRW,"$1,462",TSL/KRW,"$952",HLC/KRW,"$812",BCD/KRW,"$356",OC/KRW,"$322",BCH/KRW,"$192"
Switcheo Network,NKN/NEO,"$11,099",SWTH/NEO,"$9,568",CPX/NEO,"$4,025",TKY/NEO,"$2,425",GAS/NEO,"$1,663",AVA/NEO,"$1,613",SOUL/NEO,"$1,470",PKC/NEO,"$1,046",NRVE/NEO,"$571",MCT/NEO,"$476"
Bit2C,BTC/ILS,"$30,282",LTC/ILS,"$338",BCH/ILS,"$?"
ezBtc,BTC/CAD,"$29,328"
Paymium,BTC/EUR,"$28,451"
BitFlip,R/BTC,"$9,381",R/RUB,"$4,471",RMC/BTC,"$2,624",CSC/BTC,"$582",BTC/RUB,"$575",ETH/BTC,"$325",LTC/BTC,"$301",XRP/RUB,"$285",BTW/USD,"$242",BTC/USD,"$233"
Graviex,GIC/BTC,"$2,134",GIO/BTC,"$2,053",BTAD/BTC,"$1,933",EGEM/BTC,"$1,587",ZCR/BTC,"$843",DOGE/BTC,"$806",HIGHT/BTC,"$767",MEDIC/BTC,"$765",LTC/BTC,"$578",BTXC/BTC,"$487"
cfinex,CSC/BTC,"$13,774",BCN/BTC,"$899",DGB/BTC,"$63",DOGE/BTC,"$23",BCX/BTC,"$13",CASH/BTC,"$7",NCP/BTC,"$0",BCH/BTC,"$0",NAV/BTC,"$0"
Tripe Dice Exchange,DOGE/BTC,"$8,879",XRP/BTC,"$4,740",ETH/BTC,"$228",LTC/BTC,"$140"
Nocks,NLG/EUR,"$13,926"
AirSwap,MANA/ETH,"$4,436",BAT/ETH,"$3,349",DAI/ETH,"$984",AST/ETH,"$833",RHOC/ETH,"$696",ZRX/ETH,"$228",KNC/ETH,"$204",REP/ETH,"$196",BNB/ETH,"$125",BLT/ETH,"$33"
Cryptomate,XRP/GBP,"$5,192",BTC/GBP,"$1,696",ETN/GBP,"$1,435",TRX/GBP,"$652",DOGE/GBP,"$261",LTC/GBP,"$183",XMR/GBP,"$130",EOS/GBP,"$?",ADA/GBP,"$?",XEM/GBP,"$?"
FreiExchange,ANC/BTC,"$1,365",UNO/BTC,"$1,348",FRC/BTC,"$995",LTC/BTC,"$65",DOGE/BTC,"$57",XWC/BTC,"$25",XCN/BTC,"$6",QRK/BTC,"$?",MANNA/BTC,"$?",BTI/BTC,"$?"
Nanex,BTCP/NANO,"$1,533",LTC/NANO,"$852",BTC/NANO,"$682",ETH/NANO,"$489",XMR/NANO,"$116",RVN/NANO,"$112",GRLC/NANO,"$0",PHR/NANO,"$?",DCR/NANO,"$?",NIX/NANO,"$?"
ISX,AUR/ISK,"$1,462"
C-Patex,ETH/BTC,"$404",LTC/BTC,"$239",RDD/BTC,"$187",DOGE/BTC,"$176",DASH/BTC,"$174",DGB/BTC,"$71",EMB/DOGE,"$66",DEM/BTC,"$40",PHO/LTC,"$6",BLC/BTC,"$1"
Coinrate,FRGC/USD,"$1,171",BTC/FRGC,"$24",BTC/USD,"$?",FRGC/EUR,"$?",BTC/EUR,"$?"
Bitmaszyna,BTC/PLN,"$660",LTC/PLN,"$25"
Stronghold,XLM/BTC,"$543"
BitForex,LEDU/ETH,"$351"
Tux Exchange,DOGE/BTC,"$96",XCP/BTC,"$64",PPC/BTC,"$33",PEPECASH/BTC,"$22",XMR/BTC,"$1",SYS/BTC,"$1",LTC/BTC,"$?",GNT/BTC,"$?",BLK/BTC,"$?",EMC/BTC,"$?"
RuDEX,STEEM/BTS,"$72",STEEM/USD,"$28",GOLOS/BTS,"$1"
Novaexchange,DOGE/BTC,"$72",1337/MOON,"$5",LTC/BTC,"$?",ONION/DOGE,"$?",BTPL/BTC,"$?",ECA/BTC,"$?",DIME/DOGE,"$?",XP/MOON,"$?",ZEIT/DOGE,"$?",COLX/BTC,"$?"
GuldenTrader,NLG/EUR,"$28"
BarterDEX,CHIPS/KMD,"$16"
Heat Wallet,HEAT/BTC,"$14"
Radar Relay,BAT/WETH,"$4",MKR/WETH,"$4",REQ/WETH,"$?",DGD/WETH,"$?",AION/WETH,"$?",AE/WETH,"$?",ARN/WETH,"$?",DENT/WETH,"$?",WAX/WETH,"$?",SUB/WETH,"$?"
Coingi,BTC/USD,"$3"
Zebpay,ETH/BTC,"$?",CMT/BTC,"$?",AE/BTC,"$?",GNT/BTC,"$?",ZIL/BTC,"$?",TRX/XRP,"$?",OMG/BTC,"$?",IOST/BTC,"$?",XRP/BTC,"$?",BTG/TUSD,"$?"
